value,entity_type,description
cb7b7a9495cf91948b646d26edde076e04b6511cf32e9b76af0a00f47e41ef5e,file,BADSOLAR
c73235a84f80844794c382a72dd43b46847004febd90483397e6756d0d1e717a,file,BADSOLAR
9309df643ebb368f57ad7465c5b9f4c8062509c3e1325c776d6a5d0fb62246b6,file,BADSOLAR
8448f5cf984e9871966893f0604d9b6d70672c38ff1138a03377848b85a5fcaf,file,BADSOLAR Stage 2 JAR
6052bee6221483b6dca4040472b16337d59e682ab1d9f48befc63484bd024257 ,file,BADSOLAR
36677065e351d308e25f221099c24aaea52a19c316802b7b394a14404649e0ec,file,BADBAZAAR
4fa3f50b2de64dc8da0b7699c776a139a1979103300d0c23098d18f7d90789b4,file,BADSOLAR
4d1ff0b04a2effa52bfe39bd1600d2df8043fd368aa61e7b75122cffc483c622,file,BADSOLAR
4ad06c32daa22babcba1592a6c9303a0f255ca11b113c58b81a53480715eeeef,file,BADSOLAR
44161666f0b0f7ebd22b54da8e8ecbf9c5bf83dbe2d89590651d8078d7bc6e89,file,BADSOLAR
3f4c9f77342a34b77d6f0dfb657426a3e35942178cd8e7a87caa2e43404c2dd0,file,BADSOLAR
3a8bd544d9cbdac22183317382454e697ab2810414a9fafc96bb3f3bee1079ad ,file,BADSOLAR
38770287e37c571d6a80f8354c0ee465a67d78a997a8fa729b9bc18a827c35e5,file,BADSOLAR
26d7bf870c96356ee0500e1fc6377e2d04b83292f2c214ab1ada579ca923f944,file,BADSOLAR
2135dda9d31e645d159c6fe3f8349f8915ae2aa48fbfa2dd712f7a24be94a083 ,file,BADSOLAR
1fb0005b1fcd68caf844a805471c943e4e589f7e1775b300dbe5a6bccddb0d51,file,BADSOLAR
174ed79169b71ce793ad8f0de9b29e0af4ce3681442266301d7e2ff12a04dd6a,file,BADSOLAR
0b8709f5e50744f2c751d2ba99a71d6ab7762b172980f1c84c8a057c19062d3f,file,BADSOLAR
549d726fe2b775cfdd1304c2d689dfd779731336a3143225dc3c095440f69ed0,file,BADSIGNAL
602d7c0473cf5688c1a251b1e160d83e0006016d4b20b651f418f54c4e00c828,file,BADSIGNAL
d1a30e3e93821154878d564433294a44193401bdc88f382bbae5734dd7f9a563,file,BADSIGNAL
58ccc0f239241cbcd023a5eb0800786a20df9303854e6365ac66b99038c76d72,file,BADSIGNAL
0fea799ce00c7d6f26ccb52a2ecbe6b9605cfb9910f2a309a841caedf3b102d7,file,BADSIGNAL
009cc3470a741086c955fcaa1646d369eaa61dca9c83bf5dacf9bef82cfc919c,file,BADBAZAAR
05fa38cd7a5a9ab1695ac29efd99a76e3fb5a0740d3b32a721d415c21dde472e,file,BADBAZAAR
07a31086a219d9c1bb8215a50712d89db9a959199be87c2dc9f8c202c69028b2,file,BADBAZAAR
09eaa17563b50ec1c5034a61639e45b6a55438b69cc32ce3c2cc8286dadc8c2f,file,BADBAZAAR
0b3b005ad4b6fcbeabff71e8baa5c5f4e1417cbb1da45499b332740b2ab6cf80,file,BADBAZAAR
0c1990572e45389422430be7a26331907a1995fc23b486d2c0db263405af467b,file,BADBAZAAR
122a9c4d16fe0cfae1372e2fa1aaef66162fd240557d32bed6deab914caaa70d,file,BADBAZAAR
12a79bcf414d68c13cd7849203e2503fb9045fd47eca51d5b1b0a5a0811551b9,file,BADBAZAAR
12ade6d60348d6d52913df5e9e3d4eb41375faa7ab88eb2da28c2ad7e6f72813,file,BADBAZAAR
141b5bf5ade4a099dc8d38ba533458206b6332c37847ff9172a1a3ebe278d434,file,BADBAZAAR
14576401b2da79f1c3962519291b9a47ca9bd1738462af9385d743b59d00ed1b,file,BADBAZAAR
15f8d22f0a9c527e77dd6aae44ec1115dabb4e2bd44af4fd135316f5c7a1f8fe,file,BADBAZAAR
195f857e42e279866f9981f57a8b4cb40eaa505491d89b99c40216b84a8b7c83,file,BADBAZAAR
1ab3be550f9d0e8b652862bbee8fbdb8ac77925558c42a1ca702f1cd4e69c503,file,BADBAZAAR
1caf33e5cb45de1d3616bda85bea6c4d915365eb7444c8d7c56cebd12b69d105,file,BADBAZAAR
1d60180fe753af8090adae490d4c89037951bcdcfbcc7f9c62143dc089c43336,file,BADBAZAAR
216ac27f154f6d132c286f81fb748b386550736505d3948470da10ea14f969c1,file,BADBAZAAR
265191ba213c5208d0ca3ede146a0534b58683c4a5c48820501fc4ee04f136d1,file,BADBAZAAR
272e373684b73edc1cfee16eefac04ebb6e40fa44cf6265dfaa49c3a3daf9d7c,file,BADBAZAAR
29b58fc9ceac86cb00e799f9a527e9d3b94302fb7d2c5b758bb399f2edbeb57f,file,BADBAZAAR
2bc2cd1041de88c08ba2ccf9d06a74113adecf38fbcc924c5fa9f37ed74bb869,file,BADBAZAAR
2cb494601f3e77b4e93e5cc68b1fd6422dd86f9353062ab5dd8761295cd5779d,file,BADBAZAAR
34e14b375132ff9298de468de74657fd6ec02194cb4b5c695d0dc3a0c1e386e6,file,BADBAZAAR
35b848c771234c7dec2767734ce37ca3dc1f2bfa08af6523ec4bed2be9ca7418,file,BADBAZAAR
368a03b643b7d12773f4629b8eca059b2ce5fb33b10683e7565f89741bc8c111,file,BADBAZAAR
3a97aff7fee1b9257f93328e66ada5712d54c24a1761bb56866c9ea947fc66a9,file,BADBAZAAR
3aec5e3affdb25af0424a38b9744be0357bb2dde22f74eec1108c838700f9976,file,BADBAZAAR
3e435f363b835dff791f27a74c5dc7f8bf91256cf2f46571fae0980e81601fd2,file,BADBAZAAR
3e9722debf2dfb2159be025f57628d15ef0fb21ea11c4ffffb88736c863bebd0,file,BADBAZAAR
3ebae78207c8a50b7afb1de7e46ddac2fc42885c2a3afc3896af5f6a01f7434d,file,BADBAZAAR
408405d6b06b8c3edbb946c59843677891f9bdb8c1123d945a8c39675578d34e,file,BADBAZAAR
40c2c7277b536782cbdc1237c30ccc75421b1d6e070f72f21c1e4ea4dd4db870,file,BADBAZAAR
40f7a8855997ac08ac210e3c65fd69e2eeab723041b051c79f9666f77d50eecb,file,BADBAZAAR
428a7dac39c7d4c8d1928c3d759a8b9d53984601c7af3889e863ec3972d2411a,file,BADBAZAAR
441e6924fe8e3fc5205ab34e8a751680d22ab70884d7fcad6b2369890c064ca3,file,BADBAZAAR
4546f74ef2477b079ddb579833e300a93bb9407596154533ae07ee62efe47b7b,file,BADBAZAAR
47ca411b2848f36190c140e55b12af6b1c9342094817d1d733553df74d57e2d6,file,BADBAZAAR
49348ac7f6a73532596da1c897eda1fc8564f301a7c50488b4f322cc5eb3297a,file,BADBAZAAR
4987b0caffd99a679e5e0bd09aacc80503fcdb80e97467efa644de7d16d89215,file,BADBAZAAR
4c0ab5db2c8e116a2ffb8ee4e890c8cfd54167e2d2e5a6ab31ac2d9a117eed73,file,BADBAZAAR
4c8770b3dd71e650d8ef987e3774e93237ad7080bdb9c2262b24f472bf552786,file,BADBAZAAR
517feb317a0c2c9aea04889c33e069c218ba0468d204b95ee89e2587d97399a9,file,BADBAZAAR
51ea3be7123a91565efb8f68f76692207f523934ac5f480f849e36fb944417fe,file,BADBAZAAR
557d7b205a7c1aeaaa9e9b4d513b14147844950a44a4c0347e60a5a1a3d96fe6,file,BADBAZAAR
58442b2b540284585481a382ad91ea390736364a556eea9ebdbfb16e61a1a65d,file,BADBAZAAR
5a6d99b997e41d77aea9642d87f48bdc076f1a1f892f87eace6a2f54740829df,file,BADBAZAAR
5be7f1422baef22f77093e4c4bd2844e2f73497667b44ea2a9c13ef2263c139a,file,BADBAZAAR
5d27f6d5b300e028fd0fd67f1ca71216a8b9f362a4e3425ceaa702b7754edf34,file,BADBAZAAR
5d9d163befd5a926bf654b7d04f73c5a9267b0a7b0b24dd6afb033ae61ecdd23,file,BADBAZAAR
60ee18ea8c37ce058064de664f687ed91c8be668d83e5e812028ebfe192ccad1,file,BADBAZAAR
6145bfcae76387600f0ab5307b010a323df8dea1601394b22969f0f93de61b30,file,BADBAZAAR
62c56e6f89723957953ee25598d79e2014138ed614b8c4fad32c1af45c251586,file,BADBAZAAR
64fdf320dc05acc0dac6d2ecae78a9367281ac330a8f51f95711f858c98bd9b0,file,BADBAZAAR
651fde707ad9e0825995793c45e9b34921f8581e2d3a62586ad4e288aa741928,file,BADBAZAAR
67611791859de1fd58f3703ad5ae29469c45dbcd4be69ef5c22886bc9d71fdc1,file,BADBAZAAR
6a144b5f54cd32502140ef794203fdb186e33c394a48d53c0a4df47ff95954cc,file,BADBAZAAR
6a2e2d5487e25629c95626150f6a65c21483994b27c41ef1a9cd386588fa9dd8,file,BADBAZAAR
704c9279e684fa104a75319a76a66efa7f4ce39709ad4a325cc5c1018d72ef2b,file,BADBAZAAR
72441d6a2b8b5a5c8f1466a7955484bd6e9dcdb011b73fba33f2c8fd80e08316,file,BADBAZAAR
72c4a2918aa3eb5954c4484d1f813184492031fb0e22db2a5f7ebcb3d96c1a9c,file,BADBAZAAR
73ddc3b1de37502277fdfa1698fc0218ed409a7402208bb7616d3b1e5f08371f,file,BADBAZAAR
786ca749b3a8ab8f74c2bfe2fda822fe3dd308133534bb8f18000abb3ba618f0,file,BADBAZAAR
7cfe366c67760ecd8c6876f2a123a14621372fed7c6d76472a6710bb66630b54,file,BADBAZAAR
7f119fd5bb8e04211d1ebf22d948124cb4e4361b34418b8e72142695e7a665ef,file,BADBAZAAR
7fdf462fe062b6afd099d81957db499f699ef96237276d3abd94184c445f10ef,file,BADBAZAAR
823a450e6c184014c26919f9462e93bdf0cc0a40121efde32ac557d3a6105375,file,BADBAZAAR
82452ffb18c4f5efdb65fc02de169e1b423d3e7fb1928cb48fe882d70f52c301,file,BADBAZAAR
83e7627c118713b991a64d88004eaaf4ba1d75895de31e43227c624ac1521162,file,BADBAZAAR
866b7f8c2d55afe1ad9293774f730c3df76c910cfb3faa649484085fbf96fbd9,file,BADBAZAAR
87a117894e13dd7cecff96c9034437ad6c30ece511415ffa738389322b83cd46,file,BADBAZAAR
91284fcf1252015fe1124ada323eb011752e351800fb972376f9a871b02116af,file,BADBAZAAR
9361e7570da36287c48bb2ee8a3f53fb040acffacd77c1c0cc05c29a6abbcb8d,file,BADBAZAAR
94559fb5052a024e1210b2fac0eb1663e91c97990bb9283a93360f5bd75d1cb3,file,BADBAZAAR
96d7cab8638a9eb17aa4e746bbbd6ce8c93c495e09ca88cf652c74586b4af658,file,BADBAZAAR
96eea0433df965e5150396bae683b0efc724c97e5d1281f68f3703e0289f9053,file,BADBAZAAR
9a3773de35e77aa2c1bd41c01e5f3e195a0715361244d50c2a650ae04232b8b2,file,BADBAZAAR
9aa2e14ec630aa11f641a90c9e1346a36d52bb08130cdf33fa45da060d7065dd,file,BADBAZAAR
9d7d422c63353401520ecb935ba7824250a9b7276db42251cee375201e230ee1,file,BADBAZAAR
9ddeebbcbf122064eb2a985c9166d7f966f85f29d0d81503c95166e795ae7ba2,file,BADBAZAAR
9ea8b93d44c6a46d7bacb7e96da6dcce937717ccb56b14acb2598020306d8a21,file,BADBAZAAR
9f2d939ec3e9ba85eff8538e83eaff3247cbfbc18b5d30178d675692c930628b,file,BADBAZAAR
a3510f3afc1438b644321ab13c17dcfbf364bac590bae21728844eb627730e1f,file,BADBAZAAR
a461fbecfc85790ce4aa4b260bfb60790402de3c8fd765f5340ec24244e71040,file,BADBAZAAR
a49d46f25a6bed38e486ff5ff4e120f43ae1415fb7a1131e58907eaf4815c7d8,file,BADBAZAAR
a6a16b7bfa9d0390eb68ff7d417be3d6de3457c03078e342d07f59447ff32e63,file,BADBAZAAR
a92dc5b10ea1c1c0960898ccf2fd1d24e28ce8572c80e002a1beee758e9cb201,file,BADBAZAAR
ab50688ff2c79b3b5cd23e346d8511a7bde073b9f7a190682b14622c6ca65c6f,file,BADBAZAAR
ad0cfdb7cae9800f882fd5def3cb31892e67c1a9ce58241d4a3fd63ef923a20b,file,BADBAZAAR
ae0b284f66f21959434749b26676439aef9fdd9f4b5d1f36cdfb379ac431f91e,file,BADBAZAAR
af103f0d8afc8337df79ca22db1d6c0d80497a920368a3706a5b0a2e3e1e50e4,file,BADBAZAAR
b07d2d7ca597b7863e5af422602513d392c1d0f7a124875e4bb60725538e13b6,file,BADBAZAAR
b1704813ce328e12367cecae1091e254af088527c867121b620338954b38e765,file,BADBAZAAR
b2d36c292438751ff2de391dcc79f44a926e155d1a95b518ebef8c5dee59fa43,file,BADBAZAAR
b2f7dc7056739bceab4dfdbfe498fedd99d57cdf5383cb5c898dc6bd3ff0848a,file,BADBAZAAR
b82e8b7d3dcb7d40e9d9dca6621a9adc27257c5dca13f79229a8c37cdddbd439,file,BADBAZAAR
b8b330ee5887d737f72f4dac1c6f24107f47d575848af9f1e1963474e2e7ec05,file,BADBAZAAR
ba7883de90b02fb42dcdba38942e5e5fb5678fc4c059d439b2d7c965f818240c,file,BADBAZAAR
c088c690f3c8981bb164fde67f00c7f8d7191efe192685586ebf8ba3176d0fc1,file,BADBAZAAR
c1f2871149ce8157a4e3792f320b04ce6e3b7e753212ccdd26465fcb0239e6f2,file,BADBAZAAR
c579cd5d4d868a74722173b6e56bff5ecbe7536c396422a8227b7a9cb132e9fa,file,BADBAZAAR
c5e8476fc6938a36438a433b48e80213e2251b1d4b20a9469912d628a86198b3,file,BADBAZAAR
c7131786f1c5b73ec67414914350e4c2241772b05ca779125fc4a058208b7cca,file,BADBAZAAR
c81646eeaa3d6731b548535d0267e1a73a1286695ba5e86858ba6db3a924fa47,file,BADBAZAAR
c89230a65563ba88860d6efd8f0651955792f341b40e78a59183270fc6a6dc9d,file,BADBAZAAR
c8fae18a41969a97d9480ca43a2cc1aa5f373fd512d03c52910c4d815e4bf340,file,BADBAZAAR
c936c43df541a7ee1609500e4849c8c003e16f9603e3b4f72c8472a6352daba7,file,BADBAZAAR
ce1b965776dea13306be12a52756091e62363df61fd30ae84efe2824fd5c10cf,file,BADBAZAAR
cec94cf1ac9d31e4c74c134390299213640985ff793746d637472733f3f2483e,file,BADBAZAAR
cf6399378217ec8e643657cc500b838e89baaf01eb10ff866810f2d68b191f24,file,BADBAZAAR
d2b1a8b07687e6c02abc95789602a748542788d7f15d3c646e015f8b96449d42,file,BADBAZAAR
d37069fffe225851e7cf82321db39a5d2e37d0bbcef16f97dad3deff6d0c5409,file,BADBAZAAR
d39662702d51ce955e62f78f9e5d18bb1c5e8f84afa2b7795c9adc77c7686db9,file,BADBAZAAR
d47dd5110d2a167caf1950fa886d1170d6b62bf0765e02b9b15aa67c3a433e0e,file,BADBAZAAR
d4ac5108b1d38a1ed7a755718cea96f11eddb70f310b6fc8776a5e331f5d2ba3,file,BADBAZAAR
d53e5ca2b69bc4ca1be18d9c73f51873e2a5256c1b352d14fd64f007e955415b,file,BADBAZAAR
d6843b1506e948dd51690b791c9914a020a7b4946d1788f06570a5ccaf46e94c,file,BADBAZAAR
d7f02edad25760120b72b19c342a65cc06754ae7c8d962dc31a40740c27eeb22,file,BADBAZAAR
d98eaa20ca8b9ba5540152bc153e4bdd9464b093e624e165af83b6c6bb8f4e89,file,BADBAZAAR
da0efec7700861c4b29b7e25a6370a66096f6f5302ca44a0d943c2d5dc6d9226,file,BADBAZAAR
dd3be73a5b499be1deec3c05355d1b6c00f7c26a53b9d5ee9a83e5ca2baf5ca1,file,BADBAZAAR
e254c8951adf260b233abef9f4aa74d7f2b1f45b73072b81ab5596e3b3382931,file,BADBAZAAR
e3769b08b1cf4fa4a540842e9220e5fa7c3323b6fc85313bbb123695d82cd850,file,BADBAZAAR
e442ff6954ea673808a564b33e7f202a2cd70393e3ad7c0c633f30b3a8d8dfc2,file,BADBAZAAR
e5ac37a1ecec77b99ddbee3e9c0e40d0fddc834c01b32b4b1f65dfb7ee5de1b1,file,BADBAZAAR
e67551849522a27f0d8de0096defa5fc9fb52f798c5326b847def4ce88288a37,file,BADBAZAAR
e6d37c977cf604e72b65e08f83c8ff15ac3972176d7328ef06339e33940f9f4a,file,BADBAZAAR
edb835b5ca5a99aef29741c6626dcb43b1af1ccfef482ad2f8c384d77edfe344,file,BADBAZAAR
f1c8058bd0ef0385de129c3c6e85fa845efe56b80f8497b59e2de9345b6c0325,file,BADBAZAAR
f25efb7c2f158a50f329151d32a8e9bdf1949efed6f5133e22330a7d278e41b2,file,BADBAZAAR
f38fc69560dfc8eee9fa4970466370d689e318339e16045bda65153c5be59cbc,file,BADBAZAAR
f7e6537f88b3231435198c249f12938c2de22ab76120db75bb827d819dd2cdce,file,BADBAZAAR
f9e2f67565fe84d963bd22cc0ba1c73a27660a5fc7478e421095aad67b6817e2,file,BADBAZAAR
fa9154eaa3df4ff4464b21c45362fd1c7fb5e68108ab350c05f2ca9f60263988,file,BADBAZAAR
fb1eb7773c8ed85eac71200f051ca3c468fcadddf3859e843364336bab837b3d,file,BADBAZAAR
fb37de81ea94db4b70ff8e9ed07abe36b1aeaaf95963d68742214fabbc9a27b3,file,BADBAZAAR
0484de7edc41a4d88fcade49105d9c0005cb64a17f74c446b3436686c8b95802,file,BADSOLAR
031a0768532fba97ee14d2d2813dfb1d70f0a93fb3047e9fe0c392f15639a9e9,file,BADSOLAR
daf3d2cb6f1bbb7c8d1cfb5fc0db23afc304a622ebb24aa940228be691bcda2d,file,BADSIGNAL
comeflxyr.com,hostname,BADSOLAR C2 Domain
whoscaller.net,hostname,BADBAZAAR C2 Domain Associated with TW Cluster
omarwhatsapp.org,hostname,BADBAZAAR C2 Domain
goldplusapp.net,hostname,BADBAZAAR C2 Domain
flygram.org,hostname,BADSIGNAL C2 Domain & fake website
signalplus.org ,hostname,BADSIGNAL C2 Domain & fake website
tubevideoplus.org ,hostname,BADSIGNAL C2 Domain
95.216.187.21,ipaddress,BADSOLAR C2 IP Address Associated with comeflxyr
45.154.12.132,ipaddress,BADSIGNAL C2 IP Address Associated with SignalPlus
62.210.30.158,ipaddress,BADBAZAAR C2 IP Address Associated with Whoscaller / TW Cluster
148.251.87.245,ipaddress,BADSIGNAL C2 IP Address Associated with FlyGram
23.88.28.222,ipaddress,BADSIGNAL C2 IP Address Associated with TubevideoPlus
148.251.87.247,ipaddress,BADBAZAAR C2 IP Address Associated with Omarwhatsapp 
142.132.131.28,ipaddress,BADBAZAAR C2 IP Address Associated with Goldplusapp 
ignitetibet.net,hostname,"Fake Tibet themed news site, likely used for directing users to browser-based exploitation at some point"
uyghurdict.com,hostname,BADBAZAAR C2
tibetone.org,hostname,"Fake Tibet themed news site, likely used for directing users to browser-based exploitation at some point. Had associated iOS app at one point."
tinmf.org,hostname,"Fake Taiwan themed site, likely used for directing users to browser-based exploitation at some point"
uyghurinfo.net,hostname,"Fake Uyghur themed site, likely used for directing users to browser-based exploitation at some point"
thetubeplus.com,hostname,EvilBamboo related domain discovered via network pivots
allwhatsapp.net,hostname,Domain used to distribute BADBAZAAR variants
everydayinfo.top,hostname,Suspected EvilBamboo related domain used in browser-based exploitation and/or JS reconnaissance
fgttgvh.com,hostname,EvilBamboo related domain discovered via network pivots
tryhrwserf.com,hostname,EvilBamboo related domain discovered via network pivots
o21q.com,hostname,EvilBamboo related domain discovered via network pivots
jindjjdtc.com,hostname,EvilBamboo related domain used in browser-based exploitation and/or JS reconnaissance
in7n.com,hostname,EvilBamboo related domain discovered via network pivots
adoptewer.com,hostname,EvilBamboo related domain discovered via network pivots
bhvghg.com,hostname,EvilBamboo related domain discovered via network pivots
kmcuft.com,hostname,EvilBamboo related domain used in browser-based exploitation and/or JS reconnaissance
fufijxgkg.com,hostname,EvilBamboo related domain discovered via network pivots
